lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Stephen Burba","Open Men's 102kg",98.2,108,112,-116,112,132,136,-140,136,248
"Devin Bell","Men's Masters (35-39) 109kg",108.45,108,112,-115,112,120,128,135,135,247
"Chris Spicer","Open Men's 96kg",95.2,102,108,-111,108,125,134,-143,134,242
"Brian Lee","Open Men's 81kg",80,91,97,-102,97,-121,121,126,126,223
"Jeremy Gillihan","Men's 14-15 Age Group 89kg",88.45,95,-98,-100,95,115,120,-125,120,215
"Andrew Dickey","Junior Men's 67kg",66.9,81,85,89,89,103,108,113,113,202
"Jamal Anderson","Open Men's 81kg",76.9,85,-88,88,88,106,110,113,113,201
"Jorge Melero","Open Men's 109kg",106.4,81,84,-90,84,105,110,115,115,199
"Haston Hill","Men's 14-15 Age Group 73kg",68.2,70,75,80,80,92,100,107,107,187
"Jadier Rivera","Open Men's 73kg",72,68,72,-75,72,100,105,110,110,182
"Caleb Evans","Junior Men's 81kg",81,72,76,-80,76,-95,95,100,100,176
"John Yarano","Open Men's 89kg",85.5,72,76,-80,76,91,95,-97,95,171
"TYLER NIEDERGESES","Men's 14-15 Age Group +89kg",104.4,-70,70,74,74,78,84,89,89,163
"Danielle Pape","Open Women's +87kg",92.85,55,57,-60,57,83,85,-87,85,142
"Edward  Blume","Open Men's 73kg",68.8,61,65,68,68,66,69,71,71,139
"Shelley Gast","Women's Masters (45-49) 87kg",83.1,57,61,-64,61,71,75,78,78,139
"Vanessa Smith","Women's Masters (40-44) 59kg",59,53,56,-60,56,70,73,75,75,131
"Anna McGee","Open Women's 64kg",60.11,-50,50,-52,50,65,-67,68,68,118
"Harmony Freese","Open Women's 64kg",61.85,35,39,43,43,40,45,53,53,96
"Stefanie Estes","Women's Masters (40-44) 76kg",75.1,37,39,-40,39,47,50,-52,50,89
"Marley St.John","Women's 13 Under Age Group 30kg",29.45,12,14,16,16,17,20,23,23,39
"James-David Dendy","Men's 16-17 Age Group 73kg",68.6,-84,-88,-88,0,105,110,115,115,0
"Aaron Williams","Open Men's +109kg",175.2,-180,180,-185,180,220,228,-233,228,408
"Blaine Brooks","Open Men's 96kg",90.8,135,140,143,143,170,177,182,182,325
"Chase Durham","Open Men's 96kg",95.9,130,-135,135,135,160,165,-169,165,300
"Sam Dollar","Open Men's 96kg",93.9,120,125,130,130,150,-163,-163,150,280
"Kenderic McMillian","Open Men's 102kg",102,120,125,130,130,150,0,0,150,280
"David Young","Men's Masters (35-39) 89kg",83.4,112,116,120,120,136,141,-143,141,261
"Rhashan Brazelton","Open Men's 81kg",78.5,110,-115,-117,110,125,-130,130,130,240
"Dana Harris","Open Men's 81kg",79,90,100,110,110,120,130,-137,130,240
"Miguel Ponce Kinser","Open Men's 109kg",103.9,93,-97,97,97,131,-137,137,137,234
"Cason Kelly","Open Men's 89kg",87.5,88,92,95,95,125,128,131,131,226
"Jonathan Furrh","Open Men's 89kg",89,85,91,97,97,108,115,122,122,219
"Danny Zheng","Open Men's 81kg",79.8,-100,-100,100,100,115,-120,-125,115,215
"Carlos Pliego Gomez","Open Men's 89kg",89,84,87,-92,87,110,116,121,121,208
"Casey Aguilar-Gervase","Open Women's 71kg",67,86,89,92,92,106,110,114,114,206
"Shayla Moore","Open Women's 64kg",60,82,86,90,90,108,112,115,115,205
"Addie Anderson","Junior Women's 71kg",69.6,-87,-87,87,87,108,111,-114,111,198
"Bryn Odberg","Open Women's 64kg",64,79,82,85,85,104,108,111,111,196
"Mallory Garza","Junior Women's 64kg",62,-79,79,81,81,105,-109,-111,105,186
"Adrienne Robertson","Open Women's 71kg",65,75,78,81,81,100,104,-108,104,185
"Natalie Bufton","Open Women's 87kg",81.7,78,-82,82,82,100,-104,-105,100,182
"Emily Potts","Open Women's 76kg",72.2,68,71,74,74,94,-97,100,100,174
"Luis  Ruiz","Open Men's 81kg",74.1,68,-72,72,72,95,100,-102,100,172
"Daud Jamshaid","Open Men's 67kg",61.8,72,-75,75,75,92,-95,95,95,170
"Alex Styers","Men's Masters (40-44) 89kg",85.5,70,-75,-75,70,90,95,98,98,168
"Kaylan Lee","Open Women's 71kg",70.3,74,-77,-78,74,-89,90,-94,90,164
"Tasha  Roach","Open Women's +87kg",166.5,62,66,68,68,-89,89,93,93,161
"Rachelyn Teague","Women's Masters (35-39) 59kg",58.8,63,66,-70,66,-83,84,-88,84,150
"Lexi Pepper","Open Women's 59kg",59,57,60,63,63,75,78,81,81,144
"Amanda Putnam","Open Women's 64kg",64,63,65,-68,65,68,-71,71,71,136
"Celina Lesa","Open Women's +87kg",89.5,-55,55,57,57,63,67,70,70,127
"Caitlyn Harris","Open Women's 55kg",53,52,55,-58,55,65,70,-75,70,125
"Tracy Wilson","Women's Masters (55-59) 76kg",72,47,50,52,52,60,63,65,65,117
"Kalah Thompson","Women's Masters (35-39) 64kg",61.5,43,46,50,50,57,63,-66,63,113
"Hailey Malicoat","Open Women's +87kg",95.9,44,47,-50,47,55,58,61,61,108
"Carson Underwood","Junior Men's 81kg",77.7,35,40,45,45,40,45,51,51,96
"Summer Kelly","Open Women's 81kg",80.4,39,43,-45,43,50,-53,-56,50,93
"Hannah Hankins","Women's 14-15 Age Group 71kg",64.5,37,-40,-40,37,47,50,52,52,89
"Adam Ostrinsky","Men's 14-15 Age Group 67kg",61.2,30,35,-37,35,40,47,51,51,86
"Mahalia Locklin","Women's Masters (45-49) 76kg",75.9,30,32,33,33,-50,50,51,51,84
"Corinne Blackwell","Women's 14-15 Age Group 55kg",54,25,28,31,31,30,35,40,40,71
"Myles White","Men's 13 Under Age Group 49kg",47.1,19,22,25,25,26,29,32,32,57
"Robert Ramsey 2nd","Men's 13 Under Age Group 36kg",34.7,21,24,-27,24,28,31,-39,31,55
"Elhiana Inez Perez","Women's 13 Under Age Group 45kg",40.4,17,21,22,22,22,26,-28,26,48
"Felix Yandel Rivera","Men's 13 Under Age Group 39kg",37.8,12,14,16,16,15,17,20,20,36
"Carter Kohls","Men's 13 Under Age Group 32kg",27.1,13,15,-17,15,17,-19,19,19,34
"Savanna Anderson","Open Women's 59kg",59,-65,-66,-69,0,80,-83,-85,80,0
"Colton Risinger","Open Men's 102kg",98.5,-125,-125,-130,0,155,160,165,165,0
"Jonathan Morrow","Open Men's 96kg",90.5,-140,143,-148,143,170,176,-182,176,319
"Xavier Richardson","Open Men's 89kg",89,110,115,125,125,-140,140,145,145,270
"Nicholas Auchenbach","Open Men's 102kg",98.4,110,115,-120,115,140,145,-150,145,260
"Tyler Lilly","Open Men's +109kg",113.4,-110,110,117,117,138,142,-150,142,259
"Zachary Rumberger","Open Men's +109kg",132.6,-89,89,-92,89,115,120,125,125,214
"Jude Koehle","Junior Men's 96kg",92.3,89,92,95,95,110,115,-120,115,210
"Timothy Luistro","Open Men's 61kg",60.1,-97,97,100,100,108,0,0,108,208
"Kelsey Koontz","Open Women's +87kg",92,84,-87,87,87,103,-106,107,107,194
"Abigail Cooper","Open Women's 71kg",66.9,81,84,-87,84,103,107,-111,107,191
"Haylie Helbig","Open Women's 64kg",64,73,75,-77,75,98,102,105,105,180
"Kerryn Havermale","Open Women's +87kg",114.9,73,-76,-76,73,100,-105,-106,100,173
"Brenna Flynn","Open Women's 76kg",75.7,72,75,-77,75,81,-84,84,84,159
"Michelle Wagner","Open Women's 71kg",66,63,-66,66,66,80,83,85,85,151
"Halie Thornton","Junior Women's 76kg",75.2,-62,63,65,65,79,82,-85,82,147
"Peyton Muth","Women's 16-17 Age Group 71kg",65,60,63,66,66,75,80,-85,80,146
"Christa Degidio","Open Women's 55kg",53.1,60,63,-65,63,82,-85,-87,82,145
"Cohen Sharer","Men's 14-15 Age Group 81kg",73.13,65,-68,-68,65,75,78,-80,78,143
"Laney Yost","Women's 16-17 Age Group 55kg",50.9,-62,62,64,64,73,75,78,78,142
"gretchen messner","Open Women's 59kg",56.6,60,-63,-63,60,74,77,-80,77,137
"Rachel Oakley","Open Women's +87kg",92.8,55,58,60,60,73,77,-80,77,137
"Liz Nader","Open Women's 81kg",78.6,57,60,-62,60,69,72,75,75,135
"Makayla Cogan","Junior Women's 55kg",54.7,60,-63,-63,60,70,73,-75,73,133
"Emma Smith","Open Women's 59kg",57.2,45,47,49,49,62,64,-66,64,113
"Andie Kephart","Women's 13 Under Age Group +64kg",87.9,45,47,49,49,56,-59,60,60,109
"Isabella Rice","Women's 16-17 Age Group 45kg",44,43,-45,46,46,58,60,-62,60,106
"Anthony Poulos","Men's 13 Under Age Group 39kg",37.5,22,-24,24,24,28,31,32,32,56
"David Grafton","Men's 13 Under Age Group 32kg",30.3,18,20,22,22,23,25,27,27,49
"Gracie Rice","Women's 16-17 Age Group 59kg",58.2,-64,-64,-66,0,84,87,-90,87,0
"Rodney Register","Junior Men's 81kg",80.2,-97,-97,-100,0,-123,-123,-125,0,0
"Jacob OConnor","Open Men's 81kg",73.65,115,0,121,121,142,146,0,146,267
"Garrett Hess","Open Men's 81kg",81,115,120,0,120,142,0,0,142,262
"Blain McFarland","Junior Men's 81kg",79.2,93,95,102,102,125,130,0,130,232
"Colin Culp","Open Men's 96kg",92.2,70,0,100,100,105,108,0,108,208
"Allen Yates","Men's Masters (60-64) 102kg",99.8,83,85,0,85,90,95,100,100,185
"Sydney Prokes","Junior Women's 87kg",82.3,0,67,0,67,89,94,98,98,165
"Kathryn Meier","Women's Masters (40-44) 71kg",70.95,58,63,0,63,75,80,85,85,148
"Molly Darocha","Open Women's +87kg",124.2,55,58,63,63,81,85,0,85,148
"Rori Wilson","Junior Women's 64kg",59.6,53,0,56,56,67,70,73,73,129
"Jacob Penner","Open Men's 89kg",84.4,0,110,0,110,0,0,0,0,0
"Joshua Cruz","Open Men's 109kg",109,-124,125,130,130,153,-163,-163,153,283
"Lateef Fall","Open Men's 96kg",96,85,92,98,98,105,111,115,115,213
"Christopher Beattie","Open Men's 81kg",81,-91,91,-94,91,105,110,115,115,206
"Milo Janata","Junior Men's 96kg",96,87,-90,-90,87,100,103,103,103,190
"Morgan Beattie","Open Women's 64kg",64,74,77,-80,77,91,94,-97,94,171
"Alicia DiSpaltro","Open Women's 64kg",64,74,77,80,80,91,-94,-94,91,171
"Catherine Ridella","Open Women's 71kg",71,55,-58,-61,55,71,76,81,81,136
"Landon Tarazona","Men's 13 Under Age Group 61kg",61,27,30,-32,30,37,39,-41,39,69
"Sadie Cirbus","Women's 13 Under Age Group 49kg",47,17,19,21,21,23,26,29,29,50
"Seth Barba","Men's 16-17 Age Group 73kg",72.8,85,-91,-91,85,105,-111,-111,105,190
"MICHAEL HUSZKA","Men's 16-17 Age Group 67kg",65.7,60,65,68,68,82,86,89,89,157
"Michael Huszka","Men's Masters (55-59) 89kg",84.5,60,65,-72,65,80,88,-95,88,153
"Miles Gongora","Men's 14-15 Age Group 61kg",56.7,40,-41,-41,40,53,-56,56,56,96
"Muhammad Kamit","Open Men's 81kg",80.4,112,115,121,121,130,140,-147,140,261
"Matthew Mitcheroney","Open Men's 81kg",79.1,97,100,103,103,114,118,-122,118,221
"Matthew Mackowski","Open Men's 109kg",106.5,96,-98,100,100,118,121,-125,121,221
"victoria cheatham","Open Women's 64kg",63.2,72,76,80,80,91,96,-100,96,176
"Tom Matheson","Open Men's 81kg",79.6,56,-60,-61,56,85,89,93,93,149
"Ethan Wright","Junior Men's 67kg",66.8,55,58,62,62,76,80,84,84,146
"Tenae Washington","Open Women's 71kg",65.8,-61,61,65,65,-79,80,-83,80,145
"Vivian Conner","Open Women's +87kg",107.4,59,61,64,64,-78,78,80,80,144
"John Wilson","Men's Masters (55-59) 109kg",103.7,62,64,-67,64,74,77,-80,77,141
"Dave Dela Cruz","Men's Masters (40-44) 81kg",76.9,61,65,70,70,70,-80,-85,70,140
"Leyla Sakrisson","Women's 16-17 Age Group 64kg",63.3,59,61,-64,61,73,77,-80,77,138
"Quinn Guevara","Open Men's 81kg",80.9,-43,47,52,52,71,78,83,83,135
"Nicole Pearl","Women's Masters (35-39) 64kg",62.7,50,53,56,56,70,74,78,78,134
"Melissa Jacobs","Open Women's 64kg",62.8,-55,-57,57,57,71,75,-79,75,132
"Lisa Minnick","Women's Masters (40-44) +87kg",122.8,54,56,-59,56,70,73,76,76,132
"Stacy Hobbs","Women's Masters (35-39) 64kg",60.7,55,-58,-58,55,69,72,75,75,130
"Courtney Stone","Women's Masters (45-49) 64kg",63.7,52,55,60,60,60,65,-70,65,125
"Rachel Zeeve","Open Women's 55kg",53.3,48,51,53,53,66,69,71,71,124
"Stacy Nichols","Women's Masters (50-54) 71kg",69.3,48,-52,53,53,68,71,-74,71,124
"Lisa Bagby","Women's Masters (35-39) 87kg",83.7,45,47,50,50,68,71,73,73,123
"Jara MacDermott","Women's Masters (45-49) 59kg",57.5,52,-54,-54,52,69,71,-73,71,123
"Emily Koemeter-Cox","Open Women's +87kg",104.3,43,47,-51,47,65,-70,72,72,119
"Meg Densmore","Women's Masters (40-44) 81kg",77,-48,48,50,50,59,61,63,63,113
"Kamber Sherrod","Women's Masters (40-44) 59kg",58.3,44,-46,47,47,60,63,-66,63,110
"Jill Hanner","Women's Masters (45-49) 64kg",60.3,43,45,47,47,56,60,63,63,110
"Cassandra Snyder","Women's Masters (40-44) 76kg",73.1,41,43,-45,43,61,64,66,66,109
"Nicole Brandt","Open Women's 76kg",73.4,40,42,44,44,56,59,62,62,106
"Elizabeth Mccoy","Open Women's 76kg",73.2,38,41,-43,41,60,-63,64,64,105
"Kathryn Fettrow","Women's Masters (40-44) 71kg",68.8,43,-45,46,46,56,-58,-59,56,102
"Amber Carter","Open Women's +87kg",90.4,34,36,38,38,48,51,54,54,92
"Jarivette Velez Cuadrado","Women's Masters (40-44) +87kg",99.4,35,-38,38,38,47,51,54,54,92
"Michelle Imperio","Women's Masters (40-44) 55kg",52.2,33,36,39,39,43,46,49,49,88
"Kathleen Friend","Women's Masters (50-54) 55kg",53.9,33,-36,36,36,43,46,-49,46,82
"Katelyn Canlas","Open Women's 55kg",55,25,28,31,31,43,46,50,50,81
"Maggie Hickey","Women's Masters (35-39) +87kg",113.1,34,-36,-36,34,41,43,-45,43,77
"Johanna Gempeler","Women's Masters (35-39) 76kg",72.5,28,30,32,32,38,40,42,42,74
"Aidan Rubin","Men's 14-15 Age Group 49kg",45.6,25,27,30,30,32,35,39,39,69
"Nikki Coletta","Women's Masters (50-54) 45kg",41.5,-25,25,-27,25,37,39,41,41,66
"Mia Lattin","Women's 16-17 Age Group 64kg",60.8,25,28,-31,28,32,35,37,37,65
"Sophie Lee","Women's 14-15 Age Group 59kg",56.9,21,24,26,26,31,34,36,36,62
"Matthew Locraft","Men's 14-15 Age Group 61kg",57.1,21,23,25,25,30,32,33,33,58
"Zachary Goldman","Men's 14-15 Age Group 73kg",68.7,21,23,25,25,25,27,-30,27,52
"George Stephan","Men's Masters (35-39) 73kg",71.7,77,80,-83,80,0,0,0,0,0
"Joshua Morris","Open Men's +109kg",114.9,120,125,130,130,-145,148,153,153,283
"Michael White","Open Men's 89kg",86.2,115,120,125,125,140,-150,150,150,275
"David Hodgin","Open Men's 109kg",108.8,110,115,-120,115,153,0,0,153,268
"Brian Dong","Men's Masters (35-39) 109kg",108.65,102,106,110,110,132,136,141,141,251
"Louis Baron St Clair","Open Men's 102kg",98.5,110,115,-121,115,130,-135,135,135,250
"Richard Kwan","Open Men's 89kg",81.25,95,102,106,106,126,132,136,136,242
"Zachary Walther","Open Men's 96kg",94.45,95,100,102,102,130,135,-140,135,237
"Rudy Valdez","Men's Masters (35-39) 89kg",88.35,75,80,-84,80,-110,110,118,118,198
"Steven Thomas","Open Men's 67kg",66.5,80,-86,86,86,100,105,-108,105,191
"Jett Morris","Men's 16-17 Age Group 81kg",79.1,72,77,80,80,102,107,110,110,190
"Kayli Kullos","Open Women's 71kg",70.3,73,-77,77,77,95,-100,100,100,177
"Nyah Namisnak","Open Women's 71kg",70.55,74,77,80,80,84,87,90,90,170
"Amy Tunis","Women's Masters (40-44) 81kg",79.65,69,73,-77,73,86,-91,92,92,165
"Jonathan Zinger","Men's 14-15 Age Group 67kg",66.6,64,67,72,72,82,86,90,90,162
"Xavier  Medrano","Men's 14-15 Age Group 89kg",84.35,65,70,-75,70,80,85,90,90,160
"Caitlyn Ogami","Junior Women's 55kg",54.6,68,-70,-70,68,82,84,-86,84,152
"Elizabeth Zapata","Open Women's 64kg",61.1,60,64,67,67,80,83,-85,83,150
"Dana Kendall","Open Women's 71kg",70.8,64,67,-70,67,78,-82,-83,78,145
"Reyna Rascon","Women's Masters (40-44) 76kg",76,56,58,-60,58,76,-79,80,80,138
"Tyler Melton","Men's Masters (40-44) 81kg",79.2,57,60,-62,60,74,78,-82,78,138
"Preslie Hirsch","Open Women's 64kg",63.5,53,57,61,61,68,73,76,76,137
"Vanea Gates","Open Women's 76kg",71.1,55,60,65,65,68,71,-76,71,136
"Kylie Webster","Open Women's 76kg",73.4,-55,55,56,56,74,75,76,76,132
"Hannah McMasters","Open Women's 71kg",69.75,52,54,56,56,70,72,74,74,130
"Stella Czaja","Women's 16-17 Age Group 81kg",79.6,-58,58,-61,58,69,71,-74,71,129
"Kylie Tanaka","Open Women's 71kg",69.5,52,55,-58,55,67,70,74,74,129
"Dan Gradows","Men's Masters (45-49) 109kg",105.25,57,62,-66,62,55,62,67,67,129
"Elizabeth Below","Women's Masters (35-39) 71kg",67,55,57,-59,57,70,-72,-72,70,127
"Quinnie Remick","Open Women's 71kg",69.9,52,-55,55,55,-64,65,70,70,125
"Melissa Soqui","Open Women's 81kg",78.95,53,55,-58,55,64,-68,-70,64,119
"Nadine Jones","Women's Masters (45-49) 81kg",78.85,48,-50,50,50,60,62,65,65,115
"Kristen Grazier","Women's Masters (40-44) 71kg",70.05,49,-52,52,52,60,-63,-63,60,112
"Paige Steuber","Open Women's 55kg",51.15,41,44,47,47,49,52,-60,52,99
"Maya Litt","Women's 14-15 Age Group 49kg",48.1,41,43,44,44,-54,54,-57,54,98
"Hollie Nguyen","Women's Masters (45-49) 64kg",62.8,-39,39,-41,39,53,55,-57,55,94
"Kirstyn Vessey","Open Women's +87kg",99.2,29,31,-34,31,41,43,47,47,78
"Jaxson Peteris","Men's 13 Under Age Group 67kg",64.45,28,30,-33,30,34,36,-39,36,66
"Paisley Peteris","Women's 13 Under Age Group 45kg",40.55,8,9,10,10,10,11,12,12,22
"Brady Carroll","Men's 13 Under Age Group 67kg",62.65,37,40,-43,40,-51,-51,-51,0,0
"James Wollum","Junior Men's 89kg",86.3,-124,-125,-125,0,-145,145,-155,145,0
"Leanda Bevans","Women's Masters (55-59) 87kg",86.15,-45,-47,-48,0,60,-65,-70,60,0
"Daniel Bailey","Open Men's 81kg",80.1,80,85,88,88,-105,106,110,110,198
"Reece Forman","Open Men's 81kg",77.2,-84,87,-90,87,105,110,-113,110,197
"Dan Mattwig","Open Men's 109kg",105.2,78,82,88,88,102,106,109,109,197
"Justin Scott","Men's Masters (40-44) 89kg",88.2,80,86,-90,86,98,105,110,110,196
"Sandra Bojic","Open Women's 71kg",66,63,-66,66,66,80,85,90,90,156
"Pete Juozapaitis","Men's Masters (50-54) 102kg",100.7,50,55,60,60,83,88,-94,88,148
"jessica williams","Women's Masters (35-39) 64kg",63.4,-55,-58,58,58,75,78,82,82,140
"Rachel Bravenec","Open Women's +87kg",89.8,-53,53,-56,53,72,75,77,77,130
"Gabriela Delgadillo Sarabia","Women's Masters (35-39) 55kg",53.6,50,53,-55,53,73,76,-79,76,129
"David Frisk","Men's Masters (55-59) 102kg",96.8,50,53,55,55,71,73,-74,73,128
"Alyson Talmadge","Women's Masters (35-39) +87kg",89.3,-48,50,-54,50,68,72,75,75,125
"Serena Welk","Women's Masters (35-39) +87kg",95,54,56,-58,56,-68,68,-73,68,124
"Angela Burke","Women's Masters (40-44) 71kg",69.3,41,-43,-45,41,56,58,-61,58,99
"Atinna Gunawan","Open Women's 81kg",76.7,36,-38,-38,36,47,49,51,51,87
"Larae Thayer","Women's Masters (40-44) 71kg",70.7,37,-39,-40,37,-49,49,-52,49,86
"LeAlyce Miller","Women's Masters (55-59) 71kg",65.8,30,33,35,35,43,45,48,48,83
"Shannon Sanchez","Women's Masters (55-59) 71kg",68.1,22,24,26,26,33,35,38,38,64
"Jacob Marks","Open Men's 89kg",88.1,127,-131,131,131,-152,-152,-152,0,0
"Jordan Parker","Open Men's 102kg",98.3,120,-125,-125,120,150,155,158,158,278
"Marc Sobremesana","Men's Masters (40-44) 89kg",88.7,110,115,121,121,140,145,151,151,272
"Jason Longfellow","Men's Masters (35-39) 81kg",80.1,-110,110,-115,110,142,-147,-147,142,252
"David Redondo","Open Men's 81kg",79.9,100,-105,105,105,132,137,142,142,247
"Cesario Cuenca","Men's Masters (35-39) 102kg",101,100,105,-110,105,130,135,140,140,245
"Cruz Littlefield","Open Men's 89kg",87.8,95,100,-105,100,125,132,137,137,237
"Chris Wong","Men's Masters (35-39) 89kg",88.8,93,-98,-98,93,128,-135,135,135,228
"Anthony Bravo","Open Men's 81kg",77.9,95,-100,-105,95,122,130,-135,130,225
"Hugo Huerta","Open Men's +109kg",117.2,85,90,95,95,125,130,-135,130,225
"chris kim","Open Men's 89kg",88.2,-95,98,-101,98,115,120,125,125,223
"Nick Radovcich","Open Men's 89kg",87.2,95,-100,-100,95,120,-126,126,126,221
"Aaron Wong","Open Men's 73kg",72,85,89,91,91,113,117,120,120,211
"Danial Eros","Men's Masters (45-49) 89kg",87.8,85,90,93,93,105,110,-115,110,203
"Daniel Sarmiento","Men's Masters (35-39) 73kg",71.7,85,88,93,93,102,105,0,105,198
"Jessica Jones","Open Women's 71kg",70.6,70,73,75,75,100,106,-110,106,181
"Alex Anguiano29@yahoo.com","Open Men's 89kg",88.8,79,82,85,85,90,94,-100,94,179
"Ramiro Martinez","Men's Masters (50-54) 89kg",85.7,71,74,78,78,91,95,98,98,176
"Kevin Arucan","Open Men's 67kg",64.4,-71,71,73,73,96,-100,102,102,175
"victor cardenas","Open Men's +109kg",120.3,70,73,-76,73,85,90,95,95,168
"Jessica Knoblock","Open Women's 71kg",70.1,75,-78,78,78,90,-94,-97,90,168
"Samantha Morgan","Open Women's 76kg",75.3,70,73,76,76,-88,88,91,91,167
"Richie Arceo","Open Men's 102kg",101.7,62,65,68,68,85,90,95,95,163
"Betsy Kuhns","Open Women's 87kg",83.3,64,67,70,70,80,84,-88,84,154
"Frederick Jurado","Open Men's 73kg",69.7,57,60,63,63,85,90,-95,90,153
"Dominique Jo Cuello","Open Women's 71kg",70.7,62,-65,65,65,80,84,87,87,152
"Flo Ursua","Women's Masters (35-39) 64kg",63.7,55,58,61,61,75,79,82,82,143
"Lauren Roback","Open Women's +87kg",95.7,55,58,60,60,75,-78,78,78,138
"Gemma Eros","Women's 16-17 Age Group 64kg",60.7,57,60,-63,60,70,73,75,75,135
"Sarah Nolan","Open Women's 64kg",62.5,55,-58,58,58,72,76,-80,76,134
"Tatym Proppe","Open Women's 76kg",72.6,57,-59,59,59,69,71,74,74,133
"Emily Loewen","Open Women's 71kg",68.5,54,57,60,60,65,68,71,71,131
"Maia Burrows","Women's 16-17 Age Group 64kg",60.6,54,56,58,58,67,70,-73,70,128
"Chloe Bowers","Open Women's 71kg",68.8,52,54,56,56,63,66,69,69,125
"Katrina Arevalo","Open Women's 76kg",71.5,52,54,-56,54,63,-66,67,67,121
"Kelly Burrows","Women's Masters (45-49) 76kg",75.4,-48,48,-50,48,-68,68,-71,68,116
"Jenae Ortega","Open Women's 71kg",67.7,47,-50,50,50,60,-63,64,64,114
"Desiree Gonzalez","Women's Masters (40-44) 64kg",60.8,48,-50,-50,48,57,60,-63,60,108
"Bianca Leone","Women's Masters (40-44) 64kg",59.2,-47,47,49,49,55,58,-61,58,107
"Samantha Duome","Women's Masters (40-44) 76kg",75.5,42,44,46,46,57,-60,60,60,106
"Brianna Kula","Open Women's 76kg",74.3,43,-45,45,45,54,57,60,60,105
"Marisa Cueva","Women's Masters (45-49) 64kg",63.5,36,38,40,40,51,52,57,57,97
"Andrew Montoya","Open Men's +109kg",163.5,120,-130,130,130,170,183,190,190,320
"Kestin Zeik","Open Men's 96kg",94,134,-137,137,137,155,0,0,155,292
"Zachary Krafft","Open Men's 102kg",99.2,105,110,115,115,126,131,-137,131,246
"Tevin Austell","Men's 14-15 Age Group 81kg",79.4,98,-102,103,103,-118,118,123,123,226
"Victor Hughes","Open Men's 96kg",89.4,92,-97,-102,92,-125,126,131,131,223
"Matthew Gambino","Open Men's 81kg",79.9,93,97,101,101,-113,113,-120,113,214
"Ava Biesterfeld","Open Women's 71kg",69.6,83,-87,90,90,101,106,110,110,200
"Gabriel Couilloud","Men's 14-15 Age Group 73kg",69.9,85,88,-90,88,103,108,-112,108,196
"Alex Macey","Men's Masters (35-39) 96kg",95.9,82,84,-86,84,105,-110,112,112,196
"Henry Ludbrook","Men's 16-17 Age Group 67kg",63.1,83,86,-90,86,100,105,-110,105,191
"Trisha Ruyle","Open Women's +87kg",99.6,-79,-81,81,81,-110,-110,110,110,191
"Maddison Pannell","Open Women's 59kg",57.1,72,75,78,78,92,96,-100,96,174
"jaidin jackson","Open Women's 81kg",79.9,62,65,68,68,85,90,-95,90,158
"Caitlin Guthrie","Women's Masters (35-39) 71kg",70.6,60,63,-65,63,82,85,-87,85,148
"Leah Almstedt","Open Women's +87kg",95.1,52,55,59,59,70,75,80,80,139
"Marina Gidcumb","Women's Masters (40-44) 76kg",76,54,58,62,62,66,73,77,77,139
"Amanda  Schroer","Open Women's +87kg",100,52,55,60,60,65,70,77,77,137
"Regina Robison","Women's Masters (35-39) 64kg",63,52,55,57,57,70,73,76,76,133
"Audrey Wohler","Open Women's 76kg",74.7,-54,56,60,60,66,69,72,72,132
"Delores Hill","Women's Masters (45-49) +87kg",90.3,52,53,56,56,68,71,72,72,128
"Brooke Doherty","Women's Masters (35-39) 71kg",71,50,53,56,56,-66,66,69,69,125
