lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Koda mau","Men's 16-17 Age Group 61kg",59.1,69,72,75,75,85,90,-95,90,165
"Juan Perez","Men's 16-17 Age Group 102kg",98.2,60,65,-67,65,95,100,-105,100,165
"Allison Rebustillo","Women's 16-17 Age Group 71kg",68.6,61,-65,65,65,82,87,91,91,156
"Payton Mangay-ayam","Women's 16-17 Age Group 64kg",63.3,59,65,-70,65,80,85,90,90,155
"David Rothaus","Open Men's 102kg",98.8,57,60,64,64,80,85,90,90,154
"Brice Ford","Junior Men's 73kg",69.8,65,-70,-73,65,84,88,-93,88,153
"Anthony Dela Cruz","Men's 16-17 Age Group 55kg",51.9,56,60,62,62,80,85,-88,85,147
"Ariel Hendrix","Open Women's +87kg",104,61,-63,-65,61,83,86,-90,86,147
"Jackson Crane","Men's 16-17 Age Group 61kg",57.3,59,62,65,65,77,80,-85,80,145
"Matias  Navarrete","Men's 14-15 Age Group 67kg",66.4,63,66,69,69,73,-78,-83,73,142
"Dapheline Sturgis","Open Women's 76kg",74,55,58,61,61,74,78,81,81,142
"Alexis Rissler","Women's 16-17 Age Group 76kg",76,56,-60,60,60,73,-78,80,80,140
"Paula Mogollon","Women's 16-17 Age Group 59kg",58.5,60,-63,-64,60,74,78,-81,78,138
"Jumana Sunderlin","Women's 16-17 Age Group 71kg",68,50,53,56,56,72,75,78,78,134
"Meagan Allen","Open Women's 87kg",82.7,54,56,59,59,67,71,75,75,134
"Kaitlin Lacey","Open Women's 49kg",48.5,56,-59,-61,56,72,-75,75,75,131
"Courtney Carter","Open Women's 76kg",71.6,-59,59,-61,59,-71,71,-73,71,130
"Julia Azzopardi","Junior Women's 55kg",53.8,-51,51,55,55,-70,71,74,74,129
"Mya Lagares Cascio","Women's 16-17 Age Group 71kg",66.7,50,53,56,56,69,72,-75,72,128
"Cristina Yorkey","Women's Masters (35-39) 71kg",67.7,53,55,56,56,66,68,70,70,126
"Courtnie Lee","Junior Women's 71kg",67.6,50,53,55,55,65,69,-71,69,124
"Taylor Ford","Women's 16-17 Age Group 71kg",64.3,46,50,53,53,65,70,-75,70,123
"Phoebe  Ebinger","Junior Women's 81kg",79.6,-41,41,48,48,65,70,75,75,123
"Joslyn Moraski","Junior Women's 81kg",80.8,50,54,-58,54,67,-72,-72,67,121
"Emily Parcells","Women's 16-17 Age Group 71kg",66.4,50,53,-55,53,58,63,67,67,120
"Bianca Barrios","Open Women's 76kg",74.5,-50,50,-54,50,-66,69,-75,69,119
"Zoey Morelli","Women's 16-17 Age Group 55kg",50.6,47,50,53,53,57,61,65,65,118
"SARAH FORGUE","Open Women's +87kg",88.9,50,55,-58,55,61,-67,-71,61,116
"Ellen Lehman","Women's 14-15 Age Group 55kg",53.7,-47,-47,47,47,56,61,65,65,112
"Ava Luis","Women's 13 Under Age Group 55kg",53.4,45,48,51,51,55,-59,59,59,110
"Amanda Kluzynski","Women's Masters (35-39) +87kg",90.1,40,45,-50,45,45,55,65,65,110
"Danielle fuglestad","Open Women's 81kg",80.5,41,45,48,48,59,61,-65,61,109
"Sharanya Gande","Women's 16-17 Age Group 59kg",59,45,48,-50,48,60,-65,-65,60,108
"Bryn Famiglio","Women's 16-17 Age Group 59kg",58,38,41,-45,41,60,63,66,66,107
"Micaela Namazi","Women's Masters (35-39) +87kg",108.3,47,50,-53,50,51,54,57,57,107
"Jordan Cooper","Women's 13 Under Age Group +64kg",72.9,42,44,-46,44,58,61,-65,61,105
"Celena Clark","Open Women's 71kg",67,34,40,43,43,57,61,-67,61,104
"Leila Hudson","Junior Women's 59kg",56.3,40,43,-45,43,57,-60,60,60,103
"Madeline Griffin","Women's 16-17 Age Group 59kg",57.7,44,-46,46,46,54,56,-58,56,102
"Amy Herrera","Women's Masters (50-54) 64kg",62.2,-42,42,-44,42,55,58,60,60,102
"Sarah  Decker","Open Women's 64kg",63.9,35,38,42,42,50,55,59,59,101
"Bree Lopez","Women's Masters (35-39) 76kg",75.4,33,35,40,40,56,61,-67,61,101
"Olivia Godfrey","Junior Women's 64kg",59.9,-43,-43,43,43,52,56,-61,56,99
"Anaya Brown","Women's 16-17 Age Group 64kg",60.4,36,38,-41,38,55,58,60,60,98
"Grace Gibson","Women's 14-15 Age Group 55kg",54.8,-42,42,44,44,49,-52,-52,49,93
"Jayden Berrios","Junior Women's 71kg",67.1,-38,-38,38,38,50,55,-59,55,93
"Sydney Oostendorp","Junior Women's 71kg",64.5,37,40,-42,40,45,48,51,51,91
"sara vresoski","Junior Women's 64kg",62.3,33,36,-40,36,48,51,55,55,91
"Ivanna Villarreal","Women's 16-17 Age Group 71kg",68.3,30,33,35,35,43,46,50,50,85
"Sophie Page","Women's 16-17 Age Group 71kg",66.6,31,34,37,37,44,47,-51,47,84
"daniella de oliveira","Women's 14-15 Age Group 59kg",57.5,30,-34,34,34,42,45,-47,45,79
"Emma Solomon","Women's 16-17 Age Group 55kg",55,26,29,-31,29,-33,33,-35,33,62
"collin Burger","Men's 16-17 Age Group 61kg",59.8,-70,-71,-73,0,98,-102,-104,98,0
"Joseph Caputo","Men's 16-17 Age Group 67kg",62.5,-87,90,93,93,-104,-107,-107,0,0
"Jayda Nieves","Women's 16-17 Age Group 59kg",57.3,-49,49,-52,49,-61,-61,-61,0,0
"Noah  Knego","Junior Men's 81kg",80.5,-55,-55,-55,0,-73,73,-76,73,0
"Madhumati Mirel","Junior Women's 49kg",48.8,-41,-41,-43,0,50,-53,-56,50,0
"Graham Ebuen","Junior Men's 73kg",71.5,84,-88,-90,84,0,0,0,0,0
"Alexander Morask","Open Men's 81kg",74.7,76,80,-84,80,-103,-104,-104,0,0
"Joseph Crossett","Men's Masters (35-39) 67kg",65.9,-79,80,-85,80,-98,-98,-100,0,0
"Steven  Deadwylier","Open Men's +109kg",122.54,130,134,138,138,165,-170,-170,165,303
"David Wright","Open Men's 96kg",95.4,122,127,131,131,155,-161,-161,155,286
"Matthew Tung","Open Men's 96kg",92.13,123,128,-135,128,140,147,153,153,281
"Alan Ninobla","Open Men's 102kg",102,113,117,121,121,155,160,-165,160,281
"Alex Lum","Open Men's 81kg",78.7,93,97,100,100,115,120,123,123,223
"Andrew Silva","Men's Masters (45-49) 89kg",88.92,90,93,96,96,-110,-110,110,110,206
"Jayden Son","Junior Men's 81kg",75.21,85,-90,90,90,110,-115,115,115,205
"Brandon Jacob Ortega","Open Men's 81kg",79.8,85,90,-95,90,110,115,-120,115,205
"Jimmy Lam","Men's Masters (35-39) 96kg",93.88,79,82,85,85,109,112,115,115,200
"daniel Perez","Open Men's 67kg",66.8,88,-91,93,93,101,-105,105,105,198
"Michael Wu","Open Men's 67kg",64.01,86,-89,-90,86,100,104,107,107,193
"Stefani Warnick","Open Women's 81kg",80.38,-85,86,89,89,93,96,-100,96,185
"Abigail Kicklighter","Open Women's 81kg",80.91,79,82,-85,82,95,100,-103,100,182
"Bekzat Amirov","Open Men's 89kg",82,55,65,70,70,80,95,105,105,175
"Brandon Ngo","Open Men's 81kg",78.57,70,74,76,76,92,96,98,98,174
"Jonathan Levitas","Men's Masters (35-39) 81kg",78.51,67,-69,70,70,89,92,-94,92,162
"Matthew Piamonte","Open Men's 67kg",64.26,-70,-70,70,70,-86,86,89,89,159
"Yi Quan","Open Women's 64kg",62.57,63,65,-67,65,86,89,-92,89,154
"Mary Pena","Open Women's 71kg",65.25,60,63,65,65,80,83,86,86,151
"Ellecia Bittner","Open Women's 64kg",62.33,60,63,66,66,78,82,85,85,151
"Jesus Tejeda","Open Men's 89kg",85.85,61,64,-68,64,82,86,-91,86,150
"natasha chamberlin","Women's Masters (40-44) 87kg",85.61,-61,61,-64,61,-76,76,-80,76,137
"Regina Stone","Open Women's 64kg",60.43,47,50,52,52,63,66,69,69,121
"Tatiana Thibodeaux","Women's Masters (35-39) 87kg",82.9,45,-47,47,47,-65,65,-67,65,112
"Susanna Eng","Open Women's 64kg",62.95,50,-52,-53,50,57,61,-65,61,111
"Lerissa Mariano","Women's Masters (35-39) 64kg",60.66,43,45,-46,45,57,-59,59,59,104
"Kay Karen Rachel Mejia","Women's Masters (35-39) 71kg",69.31,-43,43,44,44,58,60,-61,60,104
"Amanda Armenta","Open Women's +87kg",88.71,-37,-37,37,37,-50,50,-53,50,87
"Noa Rogson-Blavin","Women's 13 Under Age Group 64kg",60.55,26,28,-30,28,35,38,-40,38,66
"Evin Nathan  Rager","Men's 13 Under Age Group 32kg",30.38,18,-20,21,21,27,29,-30,29,50
"Ji Chin","Open Men's 81kg",74.88,105,110,-115,110,-130,-130,-130,0,0
"Ian Graham","Junior Men's 109kg",104.2,116,121,125,125,149,154,-157,154,279
"Ivon Levan","Open Men's 81kg",81,105,-108,-108,105,120,0,0,120,225
"Brandon Duffner","Men's Masters (40-44) 102kg",99.1,95,99,102,102,117,122,-128,122,224
"Anthony Budde","Men's Masters (40-44) 89kg",89,88,90,94,94,-114,114,119,119,213
"Connor McGlothlin","Open Men's 81kg",77.8,80,85,90,90,110,117,122,122,212
"Thomas Hunt","Men's Masters (35-39) 102kg",101.2,-85,-87,87,87,107,112,115,115,202
"Ahmad Minor","Men's 16-17 Age Group 102kg",96.1,75,80,84,84,105,110,-111,110,194
"Adam Bowers","Open Men's 89kg",84.6,60,65,70,70,93,98,105,105,175
"Joy Vincent","Open Women's 76kg",74.8,73,76,-79,76,88,92,96,96,172
"Kristin Violette","Women's Masters (35-39) 81kg",80.2,64,68,71,71,84,89,93,93,164
"Sheryl Soule","Women's Masters (55-59) 71kg",70.2,47,-49,50,50,62,-66,66,66,116
"Audra Lavik","Women's Masters (45-49) 81kg",80.8,46,48,-50,48,56,60,64,64,112
"Nyanza Wilson","Women's 14-15 Age Group +76kg",118.37,-45,48,-51,48,60,-65,-65,60,108
"Reece Robinson","Women's 14-15 Age Group 59kg",55.6,-41,41,-43,41,57,60,-62,60,101
"Jaden Smith","Men's 14-15 Age Group 89kg",85.6,40,44,46,46,50,54,-56,54,100
"Shraja Sanders","Men's 13 Under Age Group +73kg",93.5,35,-39,39,39,45,50,55,55,94
"Christopher Walker","Men's 13 Under Age Group +73kg",79,35,40,-43,40,50,53,-55,53,93
"Jack Landa","Men's 14-15 Age Group 55kg",54.5,32,35,38,38,42,45,48,48,86
"Xander Boese","Men's 13 Under Age Group 44kg",42.7,20,25,28,28,30,35,-38,35,63
"Gwyneth Davis","Women's 13 Under Age Group 64kg",62.1,25,-28,-28,25,30,34,-36,34,59
"Alexander El Kordi-Hubbard","Open Men's 73kg",73,-100,-100,-102,0,-132,135,-138,135,0
"Joey Slaughter","Men's Masters (50-54) 89kg",83.3,0,0,0,0,0,0,0,0,0
"Dennis Vaisberg","Men's Masters (40-44) 89kg",89,78,82,87,87,100,104,-107,104,191
"Michael Osmonson","Men's Masters (40-44) 81kg",76.4,68,71,75,75,95,100,-103,100,175
"Kristen Dudley","Open Women's +87kg",99.5,73,77,-81,77,88,92,97,97,174
"Chad Rames","Men's Masters (45-49) 81kg",80.3,65,68,71,71,95,100,-103,100,171
"John Frederick","Men's Masters (45-49) 102kg",98.1,70,72,74,74,82,83,86,86,160
"Kat Knighton","Women's Masters (35-39) 71kg",70.9,-66,66,71,71,76,81,86,86,157
"Hideo Kline","Men's 14-15 Age Group +89kg",101.25,65,68,-71,68,85,-86,86,86,154
"Aspen Mares-Toledo","Open Women's 64kg",63.75,60,-63,63,63,76,79,81,81,144
"Demetria Barron","Women's Masters (35-39) 64kg",62.6,52,55,-60,55,72,76,79,79,134
"Luis Salazar","Open Men's 96kg",92.5,53,56,-60,56,-71,72,76,76,132
"Amanda Butler","Open Women's 71kg",70.3,50,53,56,56,70,72,-75,72,128
"Madelin Parisi","Open Women's 64kg",62.55,42,45,47,47,53,55,-58,55,102
"Katia  Ritz","Open Women's 71kg",68.6,42,44,-46,44,-54,56,-58,56,100
"Benicio Gervell","Men's 14-15 Age Group 81kg",77.25,40,42,45,45,47,50,-54,50,95
"Nicole Frick","Open Women's 59kg",55.25,30,-34,34,34,49,52,54,54,88
"William Robbins","Open Men's 96kg",93.3,100,105,110,110,120,125,-135,125,235
"Dylan Confar","Open Men's 81kg",76.8,100,104,-108,104,123,126,129,129,233
"Orlando Castillo","Open Men's 96kg",91.9,95,100,103,103,120,125,130,130,233
"Louis Motew","Open Men's 89kg",82.5,95,98,103,103,115,120,125,125,228
"Marcus Boone","Open Men's 89kg",89,96,100,-104,100,120,124,128,128,228
"Christopher Yandle","Open Men's 96kg",96,94,98,-101,98,109,113,116,116,214
"Harley Creech","Open Women's 87kg",82.7,91,94,-96,94,113,115,116,116,210
"Nathan Tran","Open Men's 73kg",72.6,85,88,91,91,105,110,115,115,206
"Andrew Guenther","Open Men's 81kg",80.3,80,85,-90,85,110,-116,-116,110,195
"Reilly Ploplis","Open Men's 109kg",107.1,82,85,-88,85,102,108,-115,108,193
"Brian Zimmerman","Open Men's 89kg",83.1,-79,79,82,82,100,105,-110,105,187
"Carson Castelli","Open Men's 81kg",73.4,76,-81,82,82,90,96,-100,96,178
"Ansley Amore","Open Women's +87kg",97.2,74,77,79,79,91,94,-96,94,173
"Francisco A Flores Vidal","Open Men's 81kg",78.6,68,72,76,76,86,91,96,96,172
"Akshay Lala","Open Men's 109kg",105.6,65,-69,71,71,85,90,96,96,167
"Harley Eades","Open Men's 96kg",90.8,63,66,69,69,81,86,90,90,159
"Grant Kinghorn","Open Men's 89kg",85.8,65,67,69,69,86,89,-92,89,158
"Ziyao Ngai","Open Men's 67kg",65.3,63,67,-71,67,83,86,89,89,156
"Steve Schang","Open Men's 89kg",87.6,56,59,62,62,75,78,82,82,144
"Alex Milliron","Open Men's 73kg",69.8,55,60,63,63,75,80,-83,80,143
"Kellen Lewis","Open Men's 73kg",72.8,50,55,60,60,70,75,80,80,140
"Halona Stephenson","Open Women's 81kg",77.6,58,61,-64,61,75,78,-81,78,139
"Lesa Powell","Open Women's 64kg",61.6,55,-58,59,59,73,-76,78,78,137
"Katy Posithai","Open Women's 71kg",69.2,55,58,60,60,70,74,77,77,137
"Kelsey Dulmovits","Open Women's 81kg",77.1,55,58,61,61,73,76,-79,76,137
"Carly Jamieson","Open Women's 71kg",69.1,51,54,57,57,66,70,73,73,130
"Tressie Mullins","Open Women's 76kg",71.7,50,53,58,58,65,68,70,70,128
"Carlos Martinez","Open Men's 81kg",80.5,52,-55,56,56,65,-68,68,68,124
"Anne Kinghorn","Open Women's +87kg",113.7,45,48,51,51,60,64,69,69,120
"Victoria Bellerose","Open Women's 59kg",57,50,53,-55,53,-63,65,-68,65,118
"JEROME MILLER","Open Men's 67kg",63.9,-48,-48,48,48,60,63,65,65,113
"Conor Raedy","Open Men's 61kg",60.2,40,43,45,45,48,52,55,55,100
"Emily Chavez","Open Women's 81kg",77.2,35,-39,41,41,50,-53,54,54,95
"Holli Drendel","Open Women's 71kg",67.8,36,38,40,40,-47,50,53,53,93
"kristi Cooke","Open Women's 81kg",77.3,35,37,39,39,40,43,-48,43,82
"Ryan Schang","Open Men's 73kg",67.4,-70,-70,-72,0,90,95,-100,95,0
"Ryan McDonald","Men's 16-17 Age Group 73kg",73,-125,125,130,130,154,-161,-161,154,284
"Kale Bunce","Men's 16-17 Age Group 81kg",81,110,115,118,118,132,137,142,142,260
"Carter Sing","Men's 16-17 Age Group 73kg",73,105,108,-111,108,134,138,-141,138,246
"Robert Whitlock","Men's 14-15 Age Group 81kg",81,104,107,-110,107,120,125,130,130,237
"Henry Ludbrook","Men's 16-17 Age Group 67kg",67,98,102,105,105,124,-130,-132,124,229
"Emory McFann","Men's 14-15 Age Group +89kg",103,100,105,-108,105,110,-115,120,120,225
"Michael Ziss","Men's 16-17 Age Group 55kg",55,88,-92,-92,88,110,114,117,117,205
"Dryden Yates","Men's 14-15 Age Group 67kg",67,82,85,88,88,103,108,-112,108,196
"Jesse Castillo","Men's 14-15 Age Group 67kg",67,80,85,-89,85,100,105,-110,105,190
"Desmond Myles","Men's 14-15 Age Group 61kg",61,73,77,81,81,95,100,105,105,186
"Brooke Buzzell","Women's 16-17 Age Group 71kg",71,74,77,80,80,96,100,104,104,184
"Kaia Jacobs","Women's 14-15 Age Group +76kg",82,72,75,78,78,95,98,101,101,179
"Nicholas Luna","Men's 14-15 Age Group 61kg",61,73,77,-81,77,93,97,101,101,178
"Diego Yoo","Men's 14-15 Age Group 49kg",49,72,75,-78,75,90,96,101,101,176
"McKenzie Hatcher","Women's 16-17 Age Group 71kg",71,75,78,-81,78,91,95,97,97,175
"Emma Heck","Women's 16-17 Age Group 59kg",59,71,74,76,76,92,-98,98,98,174
"Kinsley Rodden","Women's 14-15 Age Group +76kg",82,72,75,-79,75,-93,93,96,96,171
"Adelyn Jones","Women's 14-15 Age Group 64kg",64,70,73,75,75,91,94,-97,94,169
"Autumn Sands","Women's 16-17 Age Group 64kg",64,67,70,74,74,86,91,-95,91,165
"Chassity Del Balso","Women's 14-15 Age Group 71kg",71,66,69,-71,69,89,91,95,95,164
"Ireland Manor","Women's 14-15 Age Group 71kg",71,66,69,72,72,84,87,-89,87,159
"Gracie Rice","Women's 16-17 Age Group 59kg",59,65,-68,69,69,82,-85,86,86,155
"Brynn Catalano","Women's 14-15 Age Group 55kg",55,-67,-67,67,67,75,80,85,85,152
"Amelia Phillips","Women's 14-15 Age Group 49kg",49,58,60,62,62,74,79,82,82,144
"Jaedyn Orton","Women's 14-15 Age Group 45kg",45,54,56,59,59,68,70,73,73,132
"Weston McGrath","Men's 14-15 Age Group 49kg",49,48,51,53,53,67,70,73,73,126
"Piper Jones","Women's 14-15 Age Group 49kg",49,48,51,54,54,65,68,-71,68,122
"Delilah Yoo","Women's 14-15 Age Group 45kg",45,45,48,-51,48,60,63,66,66,114
"Aaron Williams","Open Men's +109kg",182.2,173,-179,-179,173,207,0,0,207,380
"Brandon Victorian","Open Men's 89kg",88.77,152,-156,156,156,189,-192,-192,189,345
"Blaine Brooks","Open Men's 96kg",93.82,140,145,150,150,-175,175,185,185,335
"Layne Palm","Open Men's 96kg",96,-145,-145,146,146,-170,175,-181,175,321
"Michael Smith","Open Men's +109kg",180.5,130,-135,135,135,175,-180,182,182,317
"Douglas Ligon","Open Men's 102kg",101.34,140,-145,-147,140,163,167,170,170,310
"Ryan Helton","Open Men's 102kg",99.7,133,137,-142,137,172,-176,-176,172,309
"Matthew McCullough","Open Men's 73kg",72.68,135,140,-143,140,165,-170,-170,165,305
"carlos gonzalez","Open Men's +109kg",148.8,-126,-127,129,129,170,175,-182,175,304
"Brett Keith","Men's Masters (35-39) +109kg",116.5,120,125,130,130,160,-165,170,170,300
"Eric Zunker","Open Men's 81kg",80.58,127,131,135,135,155,162,165,165,300
"Colton Risinger","Open Men's 102kg",98.09,126,130,135,135,164,-168,-168,164,299
"Marcus Leydecker","Open Men's 96kg",93.86,126,-131,133,133,156,-162,165,165,298
"Blaine Burgess","Open Men's 109kg",108.9,132,-138,-138,132,155,162,-165,162,294
"Taylor Nox","Open Men's 89kg",86.91,124,129,-132,129,156,163,-166,163,292
"Justin Perry","Open Men's 96kg",95.69,125,130,-134,130,-162,162,-165,162,292
"SHEAFFER SMITH","Open Men's 102kg",100.12,125,-129,131,131,155,161,-167,161,292
"Chase Durham","Open Men's 96kg",94.97,125,130,-135,130,155,-160,161,161,291
"Ruben Martinez","Open Men's 89kg",87.59,120,125,-130,125,150,155,163,163,288
"Kenderic McMillian","Open Men's 109kg",108.41,125,-130,-130,125,157,162,-165,162,287
"Austin Widmer","Open Men's 102kg",100.14,118,123,-128,123,148,155,160,160,283
"Brynden Pitzer","Open Men's 109kg",106.76,110,115,120,120,145,150,156,156,276
"Cody Monsevais","Junior Men's 89kg",88.56,120,-123,123,123,146,150,-155,150,273
"Garrett McCord","Open Men's 89kg",87.62,120,123,126,126,140,145,-150,145,271
"Melvin Jensen","Men's Masters (35-39) +109kg",125.25,112,118,-124,118,142,148,153,153,271
"Kyle Thomas","Open Men's 89kg",87.42,-115,119,-122,119,140,146,151,151,270
"Ernest Reyna","Men's Masters (35-39) +109kg",120.4,115,-119,-120,115,145,149,-153,149,264
"Coleman Manley","Open Men's +109kg",114,110,114,118,118,140,145,-150,145,263
"Sam Nalagan","Open Men's 89kg",88.16,109,-112,112,112,143,147,151,151,263
"Arthur Helmen","Open Men's 81kg",80.64,116,-120,-120,116,-144,145,-150,145,261
"Michael Davidge","Junior Men's 89kg",88.84,112,116,-120,116,135,140,145,145,261
"Tyler Fugleberg","Open Men's 96kg",94.81,110,-115,115,115,130,135,143,143,258
"Etienne Daadi","Open Men's 89kg",86.65,111,117,-123,117,133,140,-147,140,257
"Adam Hagerman","Men's Masters (35-39) +109kg",116.16,-115,115,-119,115,135,139,142,142,257
"Nathan Gonzaga","Junior Men's 73kg",71.33,108,111,114,114,135,140,-146,140,254
"Xander Parsons","Open Men's 96kg",96,110,114,-118,114,135,140,-143,140,254
"Justin Rosas","Open Men's 89kg",89,111,-114,-115,111,135,138,142,142,253
"Nathan Garcia","Open Men's 81kg",80.44,107,111,113,113,138,139,140,140,253
"Paolo Galang","Men's Masters (35-39) 96kg",94.84,-114,114,-118,114,130,135,138,138,252
"Zachary Chaffin","Open Men's 89kg",82.34,104,108,111,111,134,138,-141,138,249
"Miguel Ponce Kinser","Open Men's +109kg",112.52,100,105,-110,105,133,138,143,143,248
"Aliber Garza","Open Men's 81kg",80.01,-109,109,111,111,137,-140,-140,137,248
"Joseph Clark","Open Men's 96kg",91.68,105,110,-115,110,125,132,137,137,247
"Maksym Nienadov","Men's Masters (40-44) 81kg",79.56,105,110,-115,110,132,137,-142,137,247
"Quinton Moulton","Open Men's 89kg",87.54,105,-110,-110,105,138,142,-146,142,247
"Colby Hess","Open Men's 89kg",88.15,99,103,107,107,129,133,137,137,244
"Luis Cruz","Open Men's 102kg",101.9,103,106,-109,106,127,132,137,137,243
"Cade Helton","Junior Men's 96kg",89.47,102,-107,-108,102,135,140,-146,140,242
"Daniel West","Open Men's 81kg",80.72,105,-108,-109,105,133,-137,137,137,242
"Jacob Flores","Open Men's 73kg",72.75,98,101,108,108,-134,134,-142,134,242
"Mateo Montelongo","Open Men's 81kg",79.38,103,108,112,112,125,130,-135,130,242
"Bryce Keeler","Open Men's 96kg",95.02,100,-105,-105,100,135,141,-146,141,241
"Michael Cardozo","Open Men's 89kg",87.55,95,-102,103,103,130,-136,138,138,241
"Kory Hudson","Open Men's 89kg",87.89,105,109,-113,109,-132,132,-137,132,241
"Austin Rodriguez","Open Men's 67kg",65.97,96,100,105,105,128,132,135,135,240
"Robert Crowl","Open Men's 96kg",95.28,104,-108,-108,104,132,136,-140,136,240
"Clayton McMurry","Open Men's 109kg",103.96,97,100,-103,100,135,140,-146,140,240
"Samuel Dowdy Jr","Men's Masters (40-44) +109kg",124.3,95,100,105,105,130,135,-140,135,240
"Eric Chen","Open Men's 73kg",73,100,-105,105,105,130,-135,135,135,240
"cameron williams","Men's Masters (35-39) 89kg",87.73,-107,-107,107,107,128,131,-134,131,238
"Thomas Osborne Bird","Open Men's 81kg",80.49,-100,101,103,103,130,134,-137,134,237
"Chris Jones","Open Men's 89kg",83.43,102,106,-110,106,130,-135,-136,130,236
"Rodrigo Luna Perez","Open Men's 102kg",99.5,92,97,101,101,124,129,134,134,235
"Cristian Benitez","Open Men's 89kg",89,-100,100,103,103,120,125,132,132,235
"Leo Ovalle","Open Men's 81kg",78.92,100,103,105,105,125,-130,130,130,235
"Chase Dolfi","Open Men's 73kg",73,-102,102,106,106,127,-132,-133,127,233
"Joshua Macias","Open Men's 81kg",77.15,96,99,-102,99,130,134,-137,134,233
"Jacob Dains","Junior Men's 89kg",87.73,100,104,-108,104,125,129,-133,129,233
"Daniel Marquez","Men's 16-17 Age Group 67kg",65.42,96,99,-102,99,-128,128,133,133,232
"Maanas Sathaye","Open Men's 89kg",87.33,93,96,-99,96,129,133,136,136,232
"Darwyn Walker II","Men's Masters (35-39) +109kg",122.5,98,102,106,106,122,126,-134,126,232
"Jacob Cadieux","Open Men's 73kg",72.56,101,105,109,109,122,-127,-127,122,231
"Brian Hernandez","Men's Masters (35-39) 89kg",87.44,98,101,104,104,126,-129,-130,126,230
"Steve Nicholls","Men's Masters (55-59) 102kg",100.81,-103,103,-108,103,-122,-125,125,125,228
"Joshua Blake","Men's Masters (40-44) 89kg",84.52,95,-100,100,100,123,126,128,128,228
"Rob Schilke","Men's Masters (35-39) 81kg",80.22,96,101,-106,101,125,-130,-130,125,226
"Daniel Smith","Men's Masters (35-39) 96kg",93.13,95,98,103,103,120,123,-125,123,226
"Noah Leggio","Men's 16-17 Age Group 96kg",91.02,95,100,-103,100,120,-125,125,125,225
"Brook Jacoby","Open Men's 81kg",74.93,98,102,-105,102,122,-127,-128,122,224
"Preston Tickner","Open Men's 96kg",94.34,91,94,-97,94,129,-132,-132,129,223
"osagie iyamu","Men's Masters (40-44) 89kg",86.54,95,-98,98,98,118,-122,125,125,223
"Matthew Sherrill","Open Men's 89kg",88.11,-94,-94,95,95,118,122,128,128,223
"David Lewis","Open Men's 89kg",88.23,95,-98,98,98,120,125,-130,125,223
"Estelle Rohr","Open Women's 71kg",71,96,-99,-99,96,123,126,-129,126,222
"Jonathan Speegle","Men's Masters (45-49) 89kg",87.19,90,95,-100,95,120,124,127,127,222
"Daniel Pina","Open Men's 102kg",101.98,-96,-96,96,96,120,125,-130,125,221
"John Marquez","Open Men's 73kg",71.66,92,-95,95,95,126,-131,-133,126,221
